OBJECTID,TRL_NAME,PARK_NAME,TRL_ID,SEG_ID,FEATURE,FEAT_CMNT,ELEV_FT,CITY_JUR,ZIP_CODE,SUP_DIST,X_STREET,PARKING,PHOTO,LAT,LON,FID,x,y
7642,Backbone Trail - Fossil Ridge,CA State Parks - Topanga,10009,100090000,TAPO,Auto Generated and Verified,2397,Unincorporated Los Angeles County,90290,3rd District,24745 Saddle Peak Rd,SA,,34.08204765,-118.64411248,123,-118.64411248,34.08204765
7643,Backbone Trail - Fossil Ridge,CA State Parks - Topanga,10009,100090000,TAPO,Auto Generated and Verified,2353,Unincorporated Los Angeles County,90290,3rd District,23809 Saddle Peak Rd,SA,,34.08384526,-118.63591572,124,-118.63591572,34.08384526
7644,Backbone Trail - Hondo Canyon Trail,CA State Parks - Topanga,10010,100100000,TAPO,Auto Generated and Verified,2353,Unincorporated Los Angeles County,90290,3rd District,23809 Saddle Peak Rd,SA,,34.08384526,-118.63591572,125,-118.63591572,34.08384526
7645,Backbone Trail - Hondo Canyon Trail,CA State Parks - Topanga,10010,100100000,TH,Auto Generated and Verified,790,Unincorporated Los Angeles County,90290,3rd District,325 Old Topanga Canyon Rd,ST,,34.09304197,-118.60920706,126,-118.60920706,34.09304197
7646,Backbone Trail - Latigo Canyon,National Parks Service,20010,200100000,TH,Confirmed with NPS data points,2044,Unincorporated Los Angeles County,90265,3rd District,1770 Latigo Canyon Rd,SA,,34.07790737,-118.79391645,127,-118.79391645,34.07790737
7647,Backbone Trail - Lower Betty Rogers,CA State Parks - Will Rogers,10012,100120000,TAPO,Auto Generated and Verified,426,Los Angeles,90272,3rd District,1666 Will Rogers State Park Rd,SA,,34.0543065,-118.51317308,128,-118.51317308,34.0543065
7648,Backbone Trail - Upper Solstice Canyon,CA State Parks - Malibu Creek,30004,100140000,TH,Auto Generated and Verified,1992,Unincorporated Los Angeles County,90265,3rd District,Castro Peak Mtwy,SA,,34.08200797,-118.75840606,129,-118.75840606,34.08200797
7649,Backbone Trail - Mulholland to Etz Meloy,National Parks Service,20011,200110000,TAPO,Auto Generated and Verified,1622,Unincorporated Los Angeles County,90265,3rd District,33286 Mulholland Hwy,ST,,34.09166241,-118.86713927,130,-118.86713927,34.09166241
7650,Backbone Trail - Newton Canyon,National Parks Service,20012,200120000,TH,Confirmed with NPS data points,1540,Unincorporated Los Angeles County,90265,3rd District,1701 S Kanan Dume Rd,SA,,34.07613002,-118.81594009,131,-118.81594009,34.07613002
7651,Backbone Trail - Newton Canyon,National Parks Service,20012,200120000,TH,Confirmed with NPS data points,2044,Unincorporated Los Angeles County,90265,3rd District,1770 Latigo Canyon Rd,SA,,34.07790737,-118.79391645,132,-118.79391645,34.07790737
7652,Backbone Trail - Topanga School Trail,CA State Parks - Topanga,10016,100160000,TH,Auto Generated and Verified,790,Unincorporated Los Angeles County,90290,3rd District,325 Old Topanga Canyon Rd,ST,,34.09304197,-118.60920706,133,-118.60920706,34.09304197
7653,Backbone Trail - Dead Horse Trail,CA State Parks - Topanga,10007,100070000,TAPO,Auto Generated and Verified,851,Unincorporated Los Angeles County,90290,3rd District,21943 Entrada Rd,SA,,34.0945216,-118.60088718,134,-118.60088718,34.0945216
7654,Backbone Trail - Piuma Connector Trail,National Parks Service,10017,200140000,TAPO,Auto Generated and Verified,500,Unincorporated Los Angeles County,91302,3rd District,,SA,,34.08018216,-118.70424849,135,-118.70424849,34.08018216
7656,Backbone Trail - Piuma Ridge,CA State Parks - Malibu Creek,10018,100180000,TH,Auto Generated and Verified,463,Unincorporated Los Angeles County,91302,3rd District,26278 Piuma Rd,SA,,34.08180404,-118.70337732,136,-118.70337732,34.08180404
7658,Backbone Trail - Saddle Peak,CA State Parks - Malibu Creek,30002,300020000,TH,Auto Generated and Verified,2374,Unincorporated Los Angeles County,90290,3rd District,24839 Saddle Peak Rd,SA,,34.08127044,-118.64508228,137,-118.64508228,34.08127044
7659,Backbone Trail - Topanga Ridge Motorway,National Parks Service,20016,200160000,TH,Auto Generated and Verified,2374,Unincorporated Los Angeles County,90290,3rd District,24839 Saddle Peak Rd,SA,,34.08127044,-118.64508228,138,-118.64508228,34.08127044
7660,Backbone Trail - Topanga Ridge Motorway,National Parks Service,20016,200160000,TAPO,Auto Generated and Verified,2397,Unincorporated Los Angeles County,90290,3rd District,24745 Saddle Peak Rd,SA,,34.08204765,-118.64411248,139,-118.64411248,34.08204765
7661,Backbone Trail - Trancas Canyon,CA State Parks - Malibu Creek,30003,300030000,TH,Auto Generated and Verified,1397,Unincorporated Los Angeles County,90265,3rd District,1063 Encinal Canyon Rd,SA,,34.08509415,-118.86148466,140,-118.86148466,34.08509415
7664,Backbone Trail - Upper Solstice Canyon,CA State Parks - Malibu Creek,30004,300040000,TH,Auto Generated and Verified,1992,Unincorporated Los Angeles County,90265,3rd District,Castro Peak Mtwy,SA,,34.08200797,-118.75840606,141,-118.75840606,34.08200797
7665,Backbone Trail - Zuma Canyon,National Parks Service,20019,200190000,TH,Confirmed with NPS data points,1540,Unincorporated Los Angeles County,90265,3rd District,1701 S Kanan Dume Rd,SA,,34.07613002,-118.81594009,142,-118.81594009,34.07613002
7666,Backdrop Trail,National Parks Service,20021,200210000,TAPO,Auto Generated and Verified,836,Unincorporated Los Angeles County,91301,3rd District,2900 Cornell Rd,SA,,34.11996225,-118.76161382,143,-118.76161382,34.11996225
7667,Barn Service Road,CA State Parks - Will Rogers,10026,100260000,TAPO,Auto Generated and Verified,429,Los Angeles,90272,3rd District,1798 Will Rogers State Park Rd,SA,,34.05453782,-118.5115503,144,-118.5115503,34.05453782
7668,Beverly Drive -Franklin Canyon Connector Trail,National Parks Service,20022,200220000,TAPO,Auto Generated and Verified,809,Unincorporated Los Angeles County,90210,3rd District,2054 N Beverly Dr,ST,,34.10863802,-118.41711857,145,-118.41711857,34.10863802
7671,Botany Trail,National Parks Service,20025,200250000,TAPO,Auto Generated and Verified,1326,Unincorporated Los Angeles County,90265,3rd District,Carmichael Rd,SA,,34.05805072,-118.87953786,146,-118.87953786,34.05805072
7673,Calabasas - Cold Creek Trail,National Parks Service,20030,200300000,TAPO,Auto Generated and Verified,726,Unincorporated Los Angeles County,91302,3rd District,1401 Cold Canyon Rd,ST,,34.09244337,-118.67987643,147,-118.67987643,34.09244337
7675,Calabasas Peak Motorway,National Parks Service,20031,200310000,TH,Auto Generated and Verified,1252,Unincorporated Los Angeles County,91302,3rd District,1658 Stunt Rd,ST,,34.09530499,-118.64953823,148,-118.64953823,34.09530499
7677,California Coastal Trail,National Parks Service,10187,101870000,TAPO,Auto Generated and Verified,6,Malibu,90265,3rd District,29377 Cliffside Drive,ST,,34.00241601,-118.80509988,149,-118.80509988,34.00241601
7678,California Coastal Trail,National Parks Service,10187,101870000,TAPO,Auto Generated and Verified,25,Los Angeles,90272,3rd District,17301 Pacific Coast Hwy,SA,,34.03811072,-118.55581916,150,-118.55581916,34.03811072
7679,California Coastal Trail,National Parks Service,10187,101870000,TAPO,Auto Generated and Verified,25,Malibu,90265,3rd District,Westward Beach Rd,SA,,34.00217237,-118.80836255,151,-118.80836255,34.00217237
7680,California Coastal Trail,National Parks Service,10187,101870000,TAPO,Auto Generated and Verified,28,Unincorporated Los Angeles County,90265,3rd District,36424 Pacific Coast Hwy,SA,,34.04427179,-118.93810855,152,-118.93810855,34.04427179
7682,Castro Motorway,CA State Parks - Malibu Creek,30006,300060004,TH,Auto Generated and Verified,1992,Unincorporated Los Angeles County,90265,3rd District,Castro Peak Mtwy,SA,,34.08200797,-118.75840606,153,-118.75840606,34.08200797
7684,Charmichael Knob Trail,National Parks Service,20036,200360000,TAPO,Auto Generated and Verified,1394,Unincorporated Los Angeles County,90265,3rd District,Carmichael Rd,SA,,34.05562738,-118.88027452,154,-118.88027452,34.05562738
7685,Charmichael Knob Trail,National Parks Service,20036,200360000,TAPO,Auto Generated and Verified,1333,Malibu,90265,3rd District,Encinal Canyon Road and Carmichael Road,SA,,34.05441893,-118.8798419,155,-118.8798419,34.05441893
7686,Charmichael Road,National Parks Service,20037,200370000,TH,Auto Generated and Verified,1326,Unincorporated Los Angeles County,90265,3rd District,2619 Encinal Canyon Rd,SA,,34.05836011,-118.87920613,156,-118.87920613,34.05836011
7687,Cheeseboro Canyon Trail,National Parks Service,20038,200380000,TH,Auto Generated and Verified,1011,Unincorporated Los Angeles County,91301,3rd District,Cheseboro Canyon Rd and Cheseboro Road,SA,,34.15655231,-118.73083841,157,-118.73083841,34.15655231
7688,Chumash Indian Trail,National Parks Service,20040,200400000,TH,Auto Generated and Verified,126,Malibu,90265,3rd District,6357 Sea Star Drive,ST,,34.03376859,-118.83919916,158,-118.83919916,34.03376859
7689,Cii Debora Spur Trail,CA State Parks - Topanga,20041,200410000,TAPO,Auto Generated and Verified,1544,Los Angeles,90272,3rd District,16701 Via la Costa,SA,,34.0763032,-118.54620041,159,-118.54620041,34.0763032
7690,Cistern Trail,CA State Parks - Malibu Creek,10046,100460000,TAPO,Auto Generated and Verified,1015,Unincorporated Los Angeles County,91302,3rd District,27637 Mulholland Hwy,ST,,34.10528844,-118.73170987,160,-118.73170987,34.10528844
7691,Clark Ranch Road,National Parks Service,20042,200420000,TH,Auto Generated and Verified,1378,Unincorporated Los Angeles County,90265,3rd District,1091 Encinal Canyon Rd,SA,,34.08561311,-118.86277104,161,-118.86277104,34.08561311
7692,Cold Creek Trail,National Parks Service,20045,200450000,TAPO,Auto Generated and Verified,1005,Unincorporated Los Angeles County,91302,3rd District,2121 McKain St,ST,,34.09904147,-118.65767,162,-118.65767,34.09904147
7693,Coyote Canyon Trail,National Parks Service,20048,200480000,TAPO,Auto Generated and Verified,756,Unincorporated Los Angeles County,91301,3rd District,Paramount Ranch Rd,SA,,34.11579905,-118.75716839,163,-118.75716839,34.11579905
7696,Crags Road,CA State Parks - Malibu Creek,10048,100480000,TAPO,Auto Generated and Verified,540,Unincorporated Los Angeles County,91302,3rd District,1670 Las Virgenes Rd,SA,,34.09632877,-118.71438438,164,-118.71438438,34.09632877
7697,Crags Road,CA State Parks - Malibu Creek,10048,100480033,TAPO,Auto Generated and Verified,774,Unincorporated Los Angeles County,91301,3rd District,28902 Crags Dr,ST,,34.10244193,-118.75446119,165,-118.75446119,34.10244193
7698,Deer Grass Trail,National Parks Service,20051,200510001,TH,Auto Generated and Verified,1098,Unincorporated Los Angeles County,91302,3rd District,2002 Stunt Rd,ST,,34.10017112,-118.65397436,166,-118.65397436,34.10017112
7699,Discovery Trail,National Parks Service,20053,200530000,TAPO,Auto Generated and Verified,610,Unincorporated Los Angeles County,90210,3rd District,1648 Lake Dr,SA,,34.10633431,-118.41529091,167,-118.41529091,34.10633431
7700,Discovery Trail,National Parks Service,20053,200530000,TAPO,Auto Generated and Verified,635,Unincorporated Los Angeles County,90210,3rd District,1824 Lake Dr,SA,,34.1088751,-118.41548164,168,-118.41548164,34.1088751
7701,Dome Trail,CA State Parks - Topanga,10056,100560000,TAPO,Auto Generated and Verified,851,Unincorporated Los Angeles County,90290,3rd District,21943 Entrada Rd,SA,,34.0945216,-118.60088718,169,-118.60088718,34.0945216
7702,Dorothy Drive,National Parks Service,20054,200540000,TH,Auto Generated and Verified,471,Unincorporated Los Angeles County,91302,3rd District,Piuma Road and Malibu Canyon Rd,SA,,34.08269423,-118.70637079,170,-118.70637079,34.08269423
7703,Dorothy Drive,National Parks Service,20054,200540003,TAPO,Auto Generated and Verified,502,Unincorporated Los Angeles County,91302,3rd District,911 Las Virgenes Rd,SA,,34.08350828,-118.70499218,171,-118.70499218,34.08350828
7705,Dume Canyon Motorway,National Parks Service,20055,200550000,TAPO,Confirmed with NPS data points,1126,Unincorporated Los Angeles County,90265,3rd District,2998 S Kanan Dume Rd,ST,,34.05622044,-118.79841735,172,-118.79841735,34.05622044
7708,East Meadow Trail,National Parks Service,20056,200560000,TAPO,Auto Generated and Verified,1268,Malibu,90265,3rd District,3620 Noranda Ln,SA,,34.05398272,-118.8778504,173,-118.8778504,34.05398272
7710,East Topanga Fire Road,CA State Parks - Topanga,10059,100590013,TAPO,Auto Generated and Verified,1191,Los Angeles,90290,3rd District,20800 Entrada Rd,SA,,34.09336192,-118.58731966,174,-118.58731966,34.09336192
7712,Ed Edelman North Loop Trail,National Parks Service,20058,200580000,TH,Auto Generated and Verified,1300,Unincorporated Los Angeles County,90290,3rd District,2747 N Topanga Canyon Blvd,SA,,34.12736966,-118.59884359,175,-118.59884359,34.12736966
7714,Entrada Connector Trail,CA State Parks - Topanga,10063,100630000,TAPO,Auto Generated and Verified,851,Unincorporated Los Angeles County,90290,3rd District,21943 Entrada Rd,SA,,34.0945216,-118.60088718,176,-118.60088718,34.0945216
7715,Farmer Ridge Fire Road,CA State Parks - Topanga,10064,100640000,TH,Auto Generated and Verified,1560,Los Angeles,90272,3rd District,18664 Mulholland Dr,ST,,34.12756597,-118.54204606,177,-118.54204606,34.12756597
7716,Fire Road Twenty-nine,National Parks Service - Topanga,20062,200620000,TH,Auto Generated and Verified,1595,Los Angeles,91356,3rd District,3001 Reseda Blvd,ST,,34.13130356,-118.55316856,178,-118.55316856,34.13130356
7717,Glade Trail,CA State Parks - Topanga,20063,100700000,TH,Confirmed with NPS data points,1709,Unincorporated Los Angeles County,90265,3rd District,31520 Mulholland Hwy,SA,,34.09706364,-118.81409729,179,-118.81409729,34.09706364
7718,Glen Spur Trail,CA State Parks - Topanga,10071,100710000,TAPO,Auto Generated and Verified,851,Unincorporated Los Angeles County,90290,3rd District,21943 Entrada Rd,SA,,34.09452162,-118.60088719,180,-118.60088719,34.09452162
7719,Glen Trail,CA State Parks - Topanga,10072,100720000,TH,Auto Generated and Verified,848,Unincorporated Los Angeles County,90290,3rd District,21943 Entrada Rd,SA,,34.09478028,-118.60075762,181,-118.60075762,34.09478028
7720,Grassland Trail,CA State Parks - Malibu Creek,10074,100740000,TH,Auto Generated and Verified,584,Unincorporated Los Angeles County,91302,3rd District,26951 Mulholland Hwy,ST,,34.10349595,-118.71383463,182,-118.71383463,34.10349595
7721,Hacienda Trail,National Parks Service,20064,200640000,TAPO,Auto Generated and Verified,773,Unincorporated Los Angeles County,91301,3rd District,Paramount Ranch Drive and Cornell Road,SA,,34.11664663,-118.75766873,183,-118.75766873,34.11664663
7723,Hastain Trail,National Parks Service,20065,200650000,TH,Auto Generated and Verified,676,Unincorporated Los Angeles County,90210,3rd District,1999 Lake Dr,SA,,34.11156355,-118.4151829,184,-118.4151829,34.11156355
7724,Hastain Trail Connector,National Parks Service,20066,200660000,TAPO,Auto Generated and Verified,623,Unincorporated Los Angeles County,90210,3rd District,1748 Lake Dr,SA,,34.10776616,-118.41552265,185,-118.41552265,34.10776616
7726,Henry Ridge Motorway,CA State Parks - Topanga,10077,100770000,TAPO,Auto Generated and Verified,1210,Unincorporated Los Angeles County,90290,3rd District,21998 Gold Stone Rd,ST,,34.09625097,-118.60839406,186,-118.60839406,34.09625097
7925,Backbone Trail,CA State Parks - Topanga,30012,101180000,TAPO,Auto Generated and Verified,1184,Unincorporated Los Angeles County,90290,3rd District,20800 Entrada Rd,SA,,34.09359514,-118.58745787,187,-118.58745787,34.09359514
7727,Hillside Drive Connector Trail,CA State Parks - Topanga,10080,100800000,TAPO,Auto Generated and Verified,1125,Unincorporated Los Angeles County,90290,3rd District,20610 Hillside Dr,ST,,34.09972497,-118.58690706,188,-118.58690706,34.09972497
7728,Hondo Canyon Trail Connector,CA State Parks - Topanga,10081,100810000,TH,Auto Generated and Verified,2355,Unincorporated Los Angeles County,90290,3rd District,23809 Saddle Peak Rd,ST,,34.08370135,-118.63602833,189,-118.63602833,34.08370135
7731,Jungle Trail,National Parks Service,20070,200700000,TAPO,Auto Generated and Verified,809,Unincorporated Los Angeles County,91301,3rd District,3619 Cornell Rd,ST,,34.12530143,-118.7499441,190,-118.7499441,34.12530143
7732,Kanan - Edison Road,National Parks Service,20071,200710000,TAPO,Confirmed with NPS data points,1126,Unincorporated Los Angeles County,90265,3rd District,2998 S Kanan Dume Rd,ST,,34.05622044,-118.79841735,191,-118.79841735,34.05622044
7733,King Gillette Fire Road,CA State Parks - Malibu Creek,10089,100890000,TH,Auto Generated and Verified,658,Unincorporated Los Angeles County,91302,3rd District,Mullholland Highway and Stokes Canyon Rd,SA,,34.09985715,-118.70257291,192,-118.70257291,34.09985715
7735,Las Virgenes Trail,CA State Parks - Malibu Creek,10091,100910000,TH,Auto Generated and Verified,610,Unincorporated Los Angeles County,91302,3rd District,2521 Lad Virgenes Rd,ST,,34.10894653,-118.71417366,193,-118.71417366,34.10894653
7736,Las Virgenes Trail,CA State Parks - Malibu Creek,10091,100910000,TH,Auto Generated and Verified,697,Calabasas,91301,3rd District,3713 Lost Hills Rd,SA,,34.12655341,-118.70680531,194,-118.70680531,34.12655341
7737,Las Virgenes View Trail,National Parks Service,20073,200730000,TH,Auto Generated and Verified,602,Calabasas,91302,3rd District,26885 Mulholland Hwy,SA,,34.10418717,-118.71116974,195,-118.71116974,34.10418717
7739,Leo Carrillo Bluff Trail,CA State Parks - Leo Carrillo,10093,100930000,TAPO,Auto Generated and Verified,8,Unincorporated Los Angeles County,90265,3rd District,35998 Pacific Coast Hwy,SA,,34.04443029,-118.93459393,196,-118.93459393,34.04443029
7740,Leo Carrillo Bluff Trail,CA State Parks - Leo Carrillo,10093,100930000,TAPO,Auto Generated and Verified,28,Unincorporated Los Angeles County,90265,3rd District,36424 Pacific Coast Hwy,SA,,34.04427179,-118.93810855,197,-118.93810855,34.04427179
7741,Leo Carrillo Bluff Trail,CA State Parks - Leo Carrillo,10093,100930000,TAPO,Auto Generated and Verified,50,Unincorporated Los Angeles County,90265,3rd District,36348 Pacific Coast Hwy,SA,,34.04430796,-118.93752822,198,-118.93752822,34.04430796
7742,Leo Carrillo Entrance Road,CA State Parks - Leo Carrillo,10094,100940000,TAPO,Auto Generated and Verified,18,Unincorporated Los Angeles County,90265,3rd District,35789 Pacific Coast Hwy,SA,,34.04683663,-118.93306537,199,-118.93306537,34.04683663
7744,Liberty Canyon Fire Road,CA State Parks - Malibu Creek,10097,100970000,TH,Auto Generated and Verified,610,Unincorporated Los Angeles County,91302,3rd District,2521 Lad Virgenes Rd,ST,,34.10894653,-118.71417366,200,-118.71417366,34.10894653
7745,Liberty Canyon Fire Road,CA State Parks - Malibu Creek,10097,100970000,TH,Auto Generated and Verified,733,Agoura Hills,91301,3rd District,27353 Park Vista Rd,ST,,34.12771455,-118.72398417,201,-118.72398417,34.12771455
7746,Lifeguard Tower Access Road A,CA State Parks - Leo Carrillo,10099,100990000,TAPO,Auto Generated and Verified,51,Unincorporated Los Angeles County,90265,3rd District,36260 Pacific Coast Hwy,SA,,34.04448333,-118.93680471,202,-118.93680471,34.04448333
7747,Lifeguard Tower Access Road B,CA State Parks - Leo Carrillo,10100,101000000,TAPO,Auto Generated and Verified,41,Unincorporated Los Angeles County,90265,3rd District,36160 Pacific Coast Hwy,SA,,34.04459742,-118.93595011,203,-118.93595011,34.04459742
7748,Lofgren Trail,CA State Parks - Topanga,10101,101010000,TH,Auto Generated and Verified,1202,Unincorporated Los Angeles County,90290,3rd District,20800 Entrada Rd,SA,,34.09298097,-118.58889206,204,-118.58889206,34.09298097
7749,Lookout Road,CA State Parks - Malibu Creek,10102,101020000,TAPO,Auto Generated and Verified,1054,Unincorporated Los Angeles County,91301,3rd District,1500 Lookout Dr,ST,,34.1002732,-118.7580079,205,-118.7580079,34.1002732
7754,Los Leones Trail,CA State Parks - Topanga,10106,101060000,TAPO,Auto Generated and Verified,247,Los Angeles,90272,3rd District,575 Los Liones Dr,SA,,34.04712732,-118.55981949,206,-118.55981949,34.04712732
7756,Lower Cheeseboro Canyon Trail,National Parks Service,20075,200750000,TH,Auto Generated and Verified,933,Unincorporated Los Angeles County,91301,3rd District,5568 Chesebro Rd,ST,,34.14962722,-118.73518773,207,-118.73518773,34.14962722
7757,Lower Encina Trail,CA State Parks - Topanga,10108,101080000,TAPO,Auto Generated and Verified,851,Unincorporated Los Angeles County,90290,3rd District,21943 Entrada Rd,SA,,34.09452162,-118.60088719,208,-118.60088719,34.09452162
7759,Lower Stunt High Trail,National Parks Service,20076,200760000,TH,Auto Generated and Verified,1546,Unincorporated Los Angeles County,91302,3rd District,1255 Stunt Rd,ST,,34.09074623,-118.65577061,209,-118.65577061,34.09074623
7761,Malibou Lake Connector Trail,National Parks Service,20077,200770000,TAPO,Auto Generated and Verified,818,Unincorporated Los Angeles County,91301,3rd District,Waring Drive and Mullholland Hwy,SA,,34.1110731,-118.77717004,210,-118.77717004,34.1110731
7762,Malibu Lake Vista Trail,CA State Parks - Malibu Creek,10109,101090000,TAPO,Auto Generated and Verified,850,Unincorporated Los Angeles County,91301,3rd District,28848 Lake Vista Dr,SA,,34.11208046,-118.75042768,211,-118.75042768,34.11208046
7764,Malibu Springs Trail,National Parks Service,30009,300090002,TH,Auto Generated and Verified,415,Unincorporated Los Angeles County,90265,3rd District,35241 Mulholland Hwy,ST,,34.0837575,-118.9182729,212,-118.9182729,34.0837575
7766,Marco Polo Trail,National Parks Service,20079,200790000,TH,Auto Generated and Verified,743,Unincorporated Los Angeles County,91301,3rd District,Paramount Ranch Drive and Cornell Road,SA,,34.11706246,-118.75631093,213,-118.75631093,34.11706246
7767,Meadow Trail,National Parks Service,20080,200800000,TH,Auto Generated and Verified,1042,Unincorporated Los Angeles County,91302,3rd District,2139 Stunt Rd,ST,,34.10134052,-118.6576138,214,-118.6576138,34.10134052
7768,Medea Creek - Racetrack Connector,National Parks Service,20081,200810000,TAPO,Auto Generated and Verified,809,Unincorporated Los Angeles County,91301,3rd District,29015 Mulholland Hwy,SA,,34.11303909,-118.7524793,215,-118.7524793,34.11303909
7926,Backbone Trail, ,30012,100080000,TAPO,,1179,Unincorporated Los Angeles County,90290,3rd District,20801 Entrada Rd,SA,,34.09358071,-118.58822225,216,-118.58822225,34.09358071
7927,Deer Valley Loop Trail,National Parks Service,20052,200520000,TH,Auto Generated and Verified,1003,Unincorporated Los Angeles County,90265,3rd District,,N,,34.05200023,-118.75851394,217,-118.75851394,34.05200023
7928,Caballero Canyon Trail,,30016,300160001,TAPO,Access via Fire Road 28,991,Los Angeles,91356,3rd District,,ST,,34.14061477,-118.54184868,218,-118.54184868,34.14061477
7929,Zuma Canyon Trail,National Parks Service,20134,,TH,From NPS,96,Malibu,90265,3rd District,End of Bonsall Drive,SA,,34.03171131,-118.81225024,219,-118.81225024,34.03171131
7931,Crags Road,CA State Parks - Malibu Creek,10048,,TAPO,Auto Generated and Verified,1015,Unincorporated Los Angeles County,91302,3rd District,27637 Mulholland Hwy,ST,,34.10528844,-118.73170987,220,-118.73170987,34.10528844
7932,Eagle Springs Fire Road,CA State Parks - Topanga,10058,,TAPO,Auto Generated and Verified,1125,Unincorporated Los Angeles County,90290,3rd District,20610 Hillside Dr,ST,,34.09972497,-118.58690706,221,-118.58690706,34.09972497
7939,West Mandeville Fire Road, ,20145,201450000,TH,Added From hard copy maps and state parks data,1879,Los Angeles,90049,3rd District,17460 Mulholland Dr,SA,,34.12904371,-118.51352284,222,-118.51352284,34.12904371
7940,Sullivan Fire Road,CA State Parks - Topanga,20144,201440000,TAPO,Added From hard copy maps and state parks data,1879,Los Angeles,90049,3rd District,17460 Mulholland Dr,SA,,34.12904371,-118.51352284,223,-118.51352284,34.12904371
7941,Ann Skager Spur Trail Ann Skager Spur Trail,CA State Parks - Malibu Creek,30010,300100000,TAPO,Auto Generated and Verified,539,Unincorporated Los Angeles County,91302,3rd District,27347 Waycross Dr,SA,,34.0959552,-118.71705847,224,-118.71705847,34.0959552
7942,Lower Bee Hive Trail,CA State Parks - Will Rogers,22,220000,TAPO,Auto Generated and Verified,426,Los Angeles,90272,3rd District,1666 Will Rogers State Park Rd,SA,,34.0543065,-118.51317308,225,-118.51317308,34.0543065
7943,Backbone Trail - Betty Rogers,CA State Parks - Will Rogers,10005,100050000,TAPO,Auto Generated and Verified,667,Los Angeles,90272,3rd District,1666 Will Rogers State Park Rd,SA,,34.05852272,-118.51488429,226,-118.51488429,34.05852272
7944,Backbone Trail - Bridge Bypass Equestrian Trail,CA State Parks - Malibu Creek,10006,100060000,TH,Auto Generated and Verified,463,Unincorporated Los Angeles County,91302,3rd District,26278 Piuma Rd,SA,,34.08180404,-118.70337732,227,-118.70337732,34.08180404
7945,Backbone Trail - Inspiration Point Loop,CA State Parks - Will Rogers,10011,100110000,TAPO,Auto Generated and Verified,617,Los Angeles,90272,3rd District,1666 Will Rogers State Park Rd,SA,,34.05624678,-118.51443584,228,-118.51443584,34.05624678
7946,Backbone Trail - Rogers Road,CA State Parks - Will Rogers,10019,100190000,TAPO,Auto Generated and Verified,708,Los Angeles,90272,3rd District,1666 Will Rogers State Park Rd,SA,,34.06065636,-118.51371252,229,-118.51371252,34.06065636
7947,Backbone Trail - Temescal Ridge Fire Road, ,10022,100220000,TAPO,,1724,Los Angeles,91356,3rd District,3001 Reseda Blvd,ST,,34.12863336,-118.553766,230,-118.553766,34.12863336
7948,Bay Tree Trail, ,10027,100270000,TAPO,,1724,Los Angeles,91356,3rd District,3001 Reseda Blvd,ST,,34.12863336,-118.553766,231,-118.553766,34.12863336
7949,Yellow Hill Fire Trl Alternate,CA State Parks - Leo Carrillo,10181,101810000,TAPO,,23,Ventrua County,,,,ST,,34.04629397,-118.93519105,232,-118.93519105,34.04629397
7950,Water Tank Road,CA State Parks - Leo Carrillo,10174,101760000,TAPO,,13,Unincorporated Los Angeles County,90265,3rd District,35907 Pacific Coast Hwy,SA,,34.04620493,-118.9337354,233,-118.9337354,34.04620493
7951,Leo Carrillo Scenic Overlook Trail,CA State Parks - Leo Carrillo,10096,101760000,TH,Auto Generated and Verified,594,Unincorporated Los Angeles County,90265,3rd District,35907 Pacific Coast Hwy,SA,,34.05196861,-118.92809611,234,-118.92809611,34.05196861
7952,Nicholas Flat ADA Trail,CA State Parks - Leo Carrillo,10184,101840000,TAPO,Added per Dale's request,1483,Unincorporated Los Angeles County,90265,3rd District,33700 Decker School Rd,ST,,34.07061305,-118.90648716,235,-118.90648716,34.07061305
7953,Nicholas Flat Trail,CA State Parks - Leo Carrillo,10121,101210000,TH,Auto Generated and Verified,1414,Unincorporated Los Angeles County,90265,3rd District,33700 Decker School Rd,ST,,34.06557529,-118.90797957,236,-118.90797957,34.06557529
7954,Nicholas Ridge Trail,CA State Parks - Leo Carrillo,10126,,TAPO,Added per Dale's request,1483,Unincorporated Los Angeles County,90265,3rd District,33700 Decker School Rd,ST,,34.07061305,-118.90648716,237,-118.90648716,34.07061305
7955,Nicholas Ridge Motorway,CA State Parks - Leo Carrillo,10125,,TAPO,Added per Dale's request,1483,Unincorporated Los Angeles County,90265,3rd District,33700 Decker School Rd,ST,,34.07061305,-118.90648716,238,-118.90648716,34.07061305
7956,Nicholas Flat Trail,CA State Parks - Leo Carrillo,10121,101210000,TH,Auto Generated and Verified,1422,Unincorporated Los Angeles County,90265,3rd District,33700 Decker School Rd,ST,,34.06626459,-118.90838132,239,-118.90838132,34.06626459
7957,Nicholas Pond Trail,CA State Parks - Leo Carrillo,10122,,TAPO,Added per Dale's request,1483,Unincorporated Los Angeles County,90265,3rd District,33700 Decker School Rd,ST,,34.07061305,-118.90648716,240,-118.90648716,34.07061305
7958,Nicholas Flat Trail,CA State Parks - Leo Carrillo,10121,101210000,TH,Auto Generated and Verified,1512,Unincorporated Los Angeles County,90265,3rd District,33700 Decker School Rd,ST,,34.07192658,-118.90716649,241,-118.90716649,34.07192658
